"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"새싹 맘어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"아람어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로31길 43","서울특별시 강서구 화곡동 1057-1","서울특별시 강서구보건소","37.54440502","126.841033","2021-03-09","","2021-10-17 11:36:51.0"
"아이쿨어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"엔젤어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"여디디야어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"예심어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로31길 18-3","서울특별시 강서구 화곡동 112-47","서울특별시 강서구보건소","37.54430949","126.8423594","2021-03-09","","2021-10-17 11:36:51.0"
"유성어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로48길 22","서울특별시 강서구 내발산동 703-13","서울특별시 강서구보건소","37.55247712","126.8377612","2021-03-09","","2021-10-17 11:36:51.0"
"유창어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로2길 21-22","서울특별시 강서구 내발산동 675-6","서울특별시 강서구보건소","37.55346953","126.8387187","2021-03-09","","2021-10-17 11:36:51.0"
"이솝어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로41길 19","서울특별시 강서구 화곡동 95-94","서울특별시 강서구보건소","37.5464488","126.8439709","2021-03-09","","2021-10-17 11:36:51.0"
"초롱어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"키즈월드어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"한결어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"한울어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 34","서울특별시 강서구 화곡동 1159-4","서울특별시 강서구보건소","37.5482876","126.841835","2021-03-09","","2021-10-17 11:36:51.0"
"햇살가득어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로6길 8","서울특별시 강서구 내발산동 671-28","서울특별시 강서구보건소","37.55407722","126.8403561","2021-03-09","","2021-10-17 11:36:51.0"
"현대i어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"KB강서어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로 643","서울특별시 강서구 염창동 244-3","서울특별시 강서구보건소","37.55378225","126.8702112","2021-03-09","","2021-10-17 11:36:51.0"
"공간어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로69길 58","서울특별시 강서구 염창동 292","서울특별시 강서구보건소","37.55527368","126.872961","2021-03-09","","2021-10-17 11:36:51.0"
"구립 소은어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로67길 77","서울특별시 강서구 염창동 66-9","서울특별시 강서구보건소","37.55553034","126.8703575","2021-03-09","","2021-10-17 11:36:51.0"
"구립 태진한솔어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 공항대로71길 54","서울특별시 강서구 염창동 263","서울특별시 강서구보건소","37.54904405","126.8745196","2021-03-09","","2021-10-17 11:36:51.0"
"꼬모어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로 731","서울특별시 강서구 염창동 258-1","서울특별시 강서구보건소","37.55025081","126.8773965","2021-03-09","","2021-10-17 11:36:51.0"
"동광어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로75길 57","서울특별시 강서구 염창동 288","서울특별시 강서구보건소","37.55312362","126.8743815","2021-03-09","","2021-10-17 11:36:51.0"
"동산어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 양천로75길 44","서울특별시 강서구 염창동 113-17","서울특별시 강서구보건소","37.55153551","126.8755566","2021-03-09","","2021-10-17 11:36:51.0"
"화곡어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로 60","서울특별시 강서구 화곡동 24-268","서울특별시 강서구보건소","37.54378179","126.8466786","2021-03-09","","2021-10-17 11:36:51.0"
"희망어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로22길 24","서울특별시 강서구 화곡동 56-501","서울특별시 강서구보건소","37.53969572","126.8501584","2021-03-09","","2021-10-17 11:36:51.0"
"강서힐스테이트어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"구립 스마일어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"구립 아기별어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"꿀벌어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"꿈땅어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로8길 42","서울특별시 강서구 내발산동 674-33","서울특별시 강서구보건소","37.55286652","126.8405352","2021-03-09","","2021-10-17 11:36:51.0"
"노란풍선어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 공항대로38길 57","서울특별시 강서구 내발산동 651-17","서울특별시 강서구보건소","37.55731764","126.8406797","2021-03-09","","2021-10-17 11:36:51.0"
"다솔어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로35길 23-17","서울특별시 강서구 화곡동 111-152","서울특별시 강서구보건소","37.54507373","126.8425027","2021-03-09","","2021-10-17 11:36:51.0"
"다해영재어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"도담도담어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로48길 25","서울특별시 강서구 내발산동 676-12","서울특별시 강서구보건소","37.55274413","126.8379915","2021-03-09","","2021-10-17 11:36:51.0"
"동그라미어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"또래방어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 266","서울특별시 강서구 화곡동 1159","서울특별시 강서구보건소","37.54826122","126.8409796","2021-03-09","","2021-10-17 11:36:51.0"
"라임어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"리틀현대아이어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"미즈메디어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로4길 25","서울특별시 강서구 내발산동 671-13","서울특별시 강서구보건소","37.55319664","126.8394617","2021-03-09","","2021-10-17 11:36:51.0"
"바다어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로31가길 15","서울특별시 강서구 화곡동 1058-13","서울특별시 강서구보건소","37.5449432","126.8419145","2021-03-09","","2021-10-17 11:36:51.0"
"발산아이사랑어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로2길 57","서울특별시 강서구 내발산동 703-3","서울특별시 강서구보건소","37.55226369","126.8371822","2021-03-09","","2021-10-17 11:36:51.0"
"발산어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우장산로 45","서울특별시 강서구 내발산동 661-13","서울특별시 강서구보건소","37.55446173","126.8422023","2021-03-09","","2021-10-17 11:36:51.0"
"발산정희어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로48길 41","서울특별시 강서구 내발산동 676-26","서울특별시 강서구보건소","37.55255427","126.8388338","2021-03-09","","2021-10-17 11:36:51.0"
"사랑둥이어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로 348","서울특별시 강서구 내발산동 657","서울특별시 강서구보건소","37.55707985","126.8380817","2021-03-09","","2021-10-17 11:36:51.0"
"사랑별어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 우현로 67","서울특별시 강서구 화곡동 1165","서울특별시 강서구보건소","37.54754275","126.8373962","2021-03-09","","2021-10-17 11:36:51.0"
"신나는어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로18나길 22-1","서울특별시 강서구 화곡동 29-187","서울특별시 강서구보건소","37.54635099","126.8491311","2021-03-09","","2021-10-17 11:36:51.0"
"아띠어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로4다길 20","서울특별시 강서구 화곡동 102-226","서울특별시 강서구보건소","37.5399309","126.8452789","2021-03-09","","2021-10-17 11:36:51.0"
"아이샘어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로12길 8-9","서울특별시 강서구 화곡동 46-228","서울특별시 강서구보건소","37.54453935","126.8472337","2021-03-09","","2021-10-17 11:36:51.0"
"아이큰숲아기학교어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로21길 29","서울특별시 강서구 화곡동 56-89","서울특별시 강서구보건소","37.5408236","126.8528853","2021-03-09","","2021-10-17 11:36:51.0"
"아이큰숲자연학교어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로21길 37","서울특별시 강서구 화곡동 56-286","서울특별시 강서구보건소","37.54094298","126.8532472","2021-03-09","","2021-10-17 11:36:51.0"
"예원비전스쿨어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로24길 65","서울특별시 강서구 화곡동 102-64","서울특별시 강서구보건소","37.53946732","126.8463072","2021-03-09","","2021-10-17 11:36:51.0"
"은비어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로4길 98-13","서울특별시 강서구 화곡동 102-264","서울특별시 강서구보건소","37.53857044","126.8467028","2021-03-09","","2021-10-17 11:36:51.0"
"주연어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로12길 7-17","서울특별시 강서구 화곡동 24-169","서울특별시 강서구보건소","37.54545895","126.8476845","2021-03-09","","2021-10-17 11:36:51.0"
"진양아이어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로 18-10","서울특별시 강서구 화곡동 105-94","서울특별시 강서구보건소","37.54135871","126.8430219","2021-03-09","","2021-10-17 11:36:51.0"
"진영꼬마숲어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로16길 16","서울특별시 강서구 화곡동 56-309","서울특별시 강서구보건소","37.54127372","126.8497252","2021-03-09","","2021-10-17 11:36:51.0"
"초록나무어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로4라길 20","서울특별시 강서구 화곡동 102-138","서울특별시 강서구보건소","37.53898722","126.8457153","2021-03-09","","2021-10-17 11:36:51.0"
"초록어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로 81","서울특별시 강서구 화곡동 56-63","서울특별시 강서구보건소","37.54095109","126.8510927","2021-03-09","","2021-10-17 11:36:51.0"
"초록영재어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로14길 2","서울특별시 강서구 화곡동 56-300","서울특별시 강서구보건소","37.54181136","126.8502311","2021-03-09","","2021-10-17 11:36:51.0"
"하늘어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로 106","서울특별시 강서구 화곡동 56-369","서울특별시 강서구보건소","37.53900534","126.8514134","2021-03-09","","2021-10-17 11:36:51.0"
"하얀마음어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로14길 24","서울특별시 강서구 화곡동 55-85","서울특별시 강서구보건소","37.54137389","126.8491457","2021-03-09","","2021-10-17 11:36:51.0"
"해돋는어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로26길 63","서울특별시 강서구 화곡동 98-107","서울특별시 강서구보건소","37.54063383","126.8453951","2021-03-09","","2021-10-17 11:36:51.0"
"해아띠스쿨어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로6길 37-13","서울특별시 강서구 화곡동 100-29","서울특별시 강서구보건소","37.54081599","126.8469019","2021-03-09","","2021-10-17 11:36:51.0"
"해와달어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로 11","서울특별시 강서구 화곡동 24-203","서울특별시 강서구보건소","37.54461656","126.8456358","2021-03-09","","2021-10-17 11:36:51.0"
"해피엔젤어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로12길 59","서울특별시 강서구 화곡동 50-3","서울특별시 강서구보건소","37.54285833","126.8488213","2021-03-09","","2021-10-17 11:36:51.0"
"현강유아교육어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 까치산로10길 57","서울특별시 강서구 화곡동 61-121","서울특별시 강서구보건소","37.54157329","126.8472534","2021-03-09","","2021-10-17 11:36:51.0"
"화곡꼬마천사어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로26길 11","서울특별시 강서구 화곡동 105-253","서울특별시 강서구보건소","37.53938702","126.8427998","2021-03-09","","2021-10-17 11:36:51.0"
"화곡본어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 초록마을로11길 28","서울특별시 강서구 화곡동 50-76","서울특별시 강서구보건소","37.54349712","126.8495126","2021-03-09","","2021-10-17 11:36:51.0"
"영어솔솔어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 월정로32길 31","서울특별시 강서구 화곡동 372-20","서울특별시 강서구보건소","37.53548691","126.8370467","2021-03-09","","2021-10-17 11:36:51.0"
"예꿈어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 월정로 160","서울특별시 강서구 화곡동 361-1","서울특별시 강서구보건소","37.53402076","126.8375387","2021-03-09","","2021-10-17 11:36:51.0"
"유림어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 곰달래로22길 35","서울특별시 강서구 화곡동 914-22","서울특별시 강서구보건소","37.52877899","126.8444195","2021-03-09","","2021-10-17 11:36:51.0"
"은도어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로26길 33","서울특별시 강서구 화곡동 1077","서울특별시 강서구보건소","37.54015911","126.8407298","2021-03-09","","2021-10-17 11:36:51.0"
"정도어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로24길 55","서울특별시 강서구 화곡동 400-77","서울특별시 강서구보건소","37.53861849","126.8394658","2021-03-09","","2021-10-17 11:36:51.0"
"좋은친구어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로31길 74-7","서울특별시 강서구 화곡동 1084-24","서울특별시 강서구보건소","37.53906241","126.8372924","2021-03-09","","2021-10-17 11:36:51.0"
"천사어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로13길 28","서울특별시 강서구 화곡동 346-15","서울특별시 강서구보건소","37.53166681","126.8451873","2021-03-09","","2021-10-17 11:36:51.0"
"캥거루어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 가로공원로76길 9","서울특별시 강서구 화곡동 371-64","서울특별시 강서구보건소","37.53659733","126.8373294","2021-03-09","","2021-10-17 11:36:51.0"
"파랑새 어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 가로공원로84길 42","서울특별시 강서구 화곡동 369-64","서울특별시 강서구보건소","37.53574811","126.8409473","2021-03-09","","2021-10-17 11:36:51.0"
"하나어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 강서로7길 132","서울특별시 강서구 화곡동 923-13","서울특별시 강서구보건소","37.52903309","126.8403778","2021-03-09","","2021-10-17 11:36:51.0"
"하늘정원어린이집","어린이집 시설경계로부터 10m 이내","서울특별시","강서구","실외금연구역                                                                                              ","서울특별시 강서구 간접흡연 피해방지 조례 제5조","","100000","02-2600-5846","서울특별시 강서구 화곡로20길 25","서울특별시 강서구 화곡동 1083-1","서울특별시 강서구보건소","37.53932832","126.8367215","2021-03-09","","2021-10-17 11:36:51.0"
